종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"004140","동방","KOSPI",,"2930","-95","-3.14","3030","3060","2925","915478","2723610882","140557274380","47971766"
"240550","동방메디컬","KOSDAQ","벤처기업부","10900","-180","-1.62","11110","11140","10800","80700","881293840","226831834000","20810260"
"099410","동방선기","KOSDAQ","벤처기업부","3740","340","10.00","3405","4040","3405","11864005","45244275060","52360000000","14000000"
"007590","동방아그로","KOSPI",,"6270","0","0.00","6270","6270","6250","1375","8596285","85382207790","13617577"
"005960","동부건설","KOSPI",,"5210","-130","-2.43","5340","5400","5210","23716","124452560","119552114230","22946663"
"005965","동부건설우","KOSPI",,"19160","-40","-0.21","19180","19180","19160","12","230140","4325025120","225732"
"026960","동서","KOSPI",,"27500","0","0.00","27800","27800","27200","45252","1240458425","2741750000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","KOSPI",,"4120","20","0.49","4105","4120","4090","14745","60511824","206728378920","50176791"
"033500","동성화인텍","KOSDAQ","우량기업부","30850","0","0.00","30800","31850","30700","420106","13114295750","925175889900","29989494"
"025950","동신건설","KOSDAQ","우량기업부","17120","-280","-1.61","17400","17420","17080","16847","289283640","143808000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"110700","1200","1.10","110800","110900","109500","3852","425858600","723583243800","6536434"
"170900","동아에스티","KOSPI",,"44800","-150","-0.33","44950","45000","44450","4419","197541275","418998496000","9352645"
"088130","동아엘텍","KOSDAQ","중견기업부","3310","5","0.15","3275","3365","3240","93346","307150650","57876389340","17485314"
"028100","동아지질","KOSPI",,"15280","-130","-0.84","15330","15470","15150","8664","132272310","204591590560","13389502"
"041930","동아화성","KOSDAQ","우량기업부","6080","50","0.83","6120","6500","6030","362014","2280849335","96064000000","15800000"
"001520","동양","KOSPI",,"624","-6","-0.95","624","628","622","99519","62089187","148938855312","238684063"
"001527","동양2우B","KOSPI",,"8310","40","0.48","8300","8400","8300","16","133190","2564208390","308569"
"084670","동양고속","KOSPI",,"8370","-160","-1.88","8510","8530","8360","2658","22378710","24235912530","2895569"
"082640","동양생명","KOSPI",,"7720","-340","-4.22","8080","8120","7700","356501","2825848985","1245688276200","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","1412","3","0.21","1413","1426","1400","29321","41232603","27816400000","19700000"
"001525","동양우","KOSPI",,"4185","55","1.33","4150","4195","4150","918","3834400","2585204235","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","22100","-100","-0.45","22200","22900","22000","29355","654737800","173706000000","7860000"
"008970","동양철관","KOSPI",,"1415","0","0.00","0","0","0","0","0","226119568225","159801815"
"228340","동양파일","KOSDAQ","중견기업부","1900","0","0.00","1881","1906","1869","11238","21154719","38000000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2140","0","0.00","2135","2150","2120","9943","21249150","55279974960","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","18000","30","0.17","18040","18210","17920","31142","562680255","376378848000","20909936"
"013120","동원개발","KOSDAQ","우량기업부","2875","-15","-0.52","2940","2940","2855","30595","87948054","261073287500","90808100"
"018500","동원금속","KOSPI",,"1438","-8","-0.55","1500","1515","1425","265889","386034136","67233593654","46754933"
"006040","동원산업","KOSPI",,"42350","50","0.12","42400","43000","42150","23782","1008965950","1869667207100","44147986"
"030720","동원수산","KOSPI",,"6030","-120","-1.95","6150","6240","6010","10352","62864160","28062444150","4653805"
"014820","동원시스템즈","KOSPI",,"29050","-300","-1.02","29350","29550","29000","14294","416240075","842196742100","28991282"
"014825","동원시스템즈우","KOSPI",,"17800","-90","-0.50","17890","17890","17800","61","1086700","4701175800","264111"
"111380","동인기연","KOSPI",,"13470","-130","-0.96","13600","13680","13430","7562","102159860","82544160000","6128000"
"163560","동일고무벨트","KOSPI",,"7030","-90","-1.26","7100","7160","7000","17682","124856290","97717000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","8110","-80","-0.98","8200","8200","8090","937","7607270","73801000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","11380","10","0.09","11390","11390","11310","399","4519470","46869611100","4118595"
"004890","동일산업","KOSPI",,"40100","0","0.00","40100","40150","39950","813","32568600","97251121500","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","904","-5","-0.55","906","950","888","419784","382534375","23630213768","26139617"
"002690","동일제강","KOSPI",,"1592","9","0.57","1583","1609","1571","4271","6809523","32318173120","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","29900","-100","-0.33","30150","30200","29750","123972","3714977450","1537293370600","51414494"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","10010","-40","-0.40","10190","10220","9930","52413","525298900","506078422850","50557285"
"000020","동화약품","KOSPI",,"6280","40","0.64","6240","6410","6230","53958","339647395","175409631600","27931470"
"000150","두산","KOSPI",,"557000","-5000","-0.89","566000","566000","548000","96474","53349897500","9203776095000","16523835"
"000157","두산2우B","KOSPI",,"378500","-1000","-0.26","381500","381500","374000","1273","480252000","338014883000","893038"
"454910","두산로보틱스","KOSPI",,"63900","-700","-1.08","65000","65000","63000","217085","13799220150","4141996722000","64819980"
"241560","두산밥캣","KOSPI",,"54600","-900","-1.62","55900","56000","54400","112457","6186439550","5233741149000","95856065"
"034020","두산에너빌리티","KOSPI",,"63400","100","0.16","64000","64800","62700","4570770","291543410350","40611576656400","640561146"
"000155","두산우","KOSPI",,"342500","-4000","-1.15","353500","353500","341000","16667","5726018500","1368788235000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","35850","-500","-1.38","36500","36550","35500","196941","7062893575","692881482300","19327238"
"336260","두산퓨얼셀","KOSPI",,"26750","-750","-2.73","29450","31350","26700","4924404","145057491975","1751957170500","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"6490","-90","-1.37","7000","7030","6470","242162","1646307810","86733658000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"11220","-170","-1.49","12020","12720","11220","120004","1446324260","33506286000","2986300"
"016740","두올","KOSPI",,"3360","0","0.00","3380","3385","3330","9503","31977245","105184746240","31304984"
"073190","듀오백","KOSDAQ","중견기업부","2105","-25","-1.17","2155","2155","2100","14568","30765635","25192724200","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","10110","-80","-0.79","10120","10200","9950","39682","400132355","287682274200","28455220"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","13503093562","13877794"
"203650","드림시큐리티","KOSDAQ","중견기업부","3290","-15","-0.45","3310","3320","3270","97060","318627498","157316028380","47816422"
"223250","드림씨아이에스","KOSDAQ","중견기업부","3885","440","12.77","3495","3945","3350","5164873","19733877651","92460373740","23799324"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","1934","-4","-0.21","1938","1950","1920","83748","162034939","143312442182","74101573"
"362990","드림인사이트","KOSDAQ","벤처기업부","2260","70","3.20","2190","2355","2010","205416","447997910","37969297240","16800574"
"192650","드림텍","KOSPI",,"6260","10","0.16","6260","6300","6220","86207","540082100","431251656660","68890041"
"016670","디모아","KOSDAQ","중견기업부","6570","100","1.55","6470","6640","6150","14064","89545860","32467928220","4941846"
"187870","디바이스","KOSDAQ","우량기업부","11250","-60","-0.53","11310","11310","11180","1658","18594350","79161851250","7036609"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2010","0","0.00","2010","2010","2007","1587","3189756","12727320000","6332000"
"0004Y0","디비금융제14호스팩","KOSDAQ","SPAC(소속부없음)","1999","2","0.10","1998","1999","1997","46642","93190161","10624685000","5315000"
"024090","디씨엠","KOSPI",,"12330","0","0.00","12260","12330","12210","1356","16652730","140562000000","11400000"
"003160","디아이","KOSPI",,"13150","70","0.54","13180","13180","12970","57690","754569205","372145000000","28300000"
"092200","디아이씨","KOSPI",,"4540","-70","-1.52","4545","4570","4460","564645","2545933074","176554103260","38888569"
"110990","디아이티","KOSDAQ","우량기업부","12090","490","4.22","11620","12100","11450","73816","878259575","228501000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","6160","0","0.00","6110","6490","5960","593849","3708614125","69765757600","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1981","-34","-1.69","2020","2025","1952","311035","616133195","146761897674","74084754"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","137300","800","0.59","140600","140800","136500","134353","18562413950","1485681972700","10820699"
"377190","디앤디플랫폼리츠","KOSPI",,"3250","-25","-0.76","3250","3265","3240","65976","214600210","287300000000","88400000"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","16220","-220","-1.34","16430","16530","16140","13882","226666070","203146952060","12524473"
"376300","디어유","KOSDAQ","우량기업부","55200","-2000","-3.50","56400","56800","54100","277267","15272161250","1310360011200","23738406"
"109740","디에스케이","KOSDAQ","벤처기업부","8450","160","1.93","8500","8560","8200","365141","3077391435","217252795500","25710390"
"031860","디에이치엑스컴퍼니","KOSDAQ","투자주의환기종목(소속부없음)","894","14","1.59","888","895","867","24793","21824487","15351786774","17172021"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","203","0","0.00","0","0","0","0","0","36245520080","178549360"
"066900","디에이피","KOSDAQ","중견기업부","2175","25","1.16","2150","2180","2130","6205","13328765","49469294025","22744503"
"092070","디엔에프","KOSDAQ","우량기업부","13990","410","3.02","13740","14080","13450","35335","487461010","161890293420","11571858"
"039840","디오","KOSDAQ","중견기업부","16660","-140","-0.83","16810","16890","16570","14033","233637830","239488949420","14375087"
"013570","디와이","KOSPI",,"4200","-55","-1.29","4255","4260","4190","28646","120714085","110542458600","26319633"
"024900","디와이덕양","KOSPI",,"2440","5","0.21","2425","2445","2415","30057","73031824","79458551200","32564980"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","335","-9","-2.62","344","353","315","2172919","711077497","41911741460","125109676"
"310870","디와이씨","KOSDAQ","벤처기업부","1411","-1","-0.07","1388","1421","1375","270760","376367671","29189739381","20687271"
"210540","디와이파워","KOSPI",,"12400","-80","-0.64","12390","12490","12220","25746","317419010","136917179200","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","15730","-260","-1.63","16090","16100","15680","25319","399488505","168525321250","10713625"
"079810","디이엔티","KOSDAQ","우량기업부","6510","80","1.24","6430","6570","6320","42944","277754865","143402891940","22028094"
"113810","디젠스","KOSDAQ","중견기업부","864","-4","-0.46","884","884","860","112090","97326993","28190636064","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2270","25","1.11","2315","2315","2185","15663","34986835","20430000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","2060","10","0.49","2095","2095","2030","7205","14696560","26807097240","13013154"
"068930","디지털대성","KOSDAQ","우량기업부","7530","-120","-1.57","7650","7650","7510","21788","164023705","208395325260","27675342"
"033130","디지틀조선","KOSDAQ","중견기업부","1536","-1","-0.07","1537","1562","1529","46446","71484750","57009050112","37115267"
"105740","디케이락","KOSDAQ","우량기업부","8790","220","2.57","8560","8900","8560","175217","1535626925","89381229270","10168513"
"263020","디케이앤디","KOSDAQ","벤처기업부","3080","-10","-0.32","3070","3130","3040","41829","129279775","44659479480","14499831"
"290550","디케이티","KOSDAQ","우량기업부","8180","450","5.82","7750","8320","7640","488929","3976652910","163610061400","20001230"
"066670","디티씨","KOSDAQ","중견기업부","3010","-35","-1.15","3095","3095","2985","17503","52685140","56262673180","18691918"
"187220","디티앤씨","KOSDAQ","중견기업부","2870","55","1.95","2830","2900","2805","50325","143020500","33573320270","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","3000","10","0.33","2995","3030","2930","53294","157832498","38352384000","12784128"
"131180","딜리","KOSDAQ","벤처기업부","975","-12","-1.22","988","993","954","17791","17282322","28616250000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","5390","10","0.19","5400","5440","5350","40141","216634790","121473287320","22536788"
"317120","라닉스","KOSDAQ","기술성장기업부","1527","-31","-1.99","1558","1558","1521","39738","60813590","23302020000","15260000"
"462510","라메디텍","KOSDAQ","기술성장기업부","7190","-20","-0.28","7170","7290","7090","13168","94068760","63063238350","8770965"
"042510","라온시큐어","KOSDAQ","벤처기업부","10580","20","0.19","10670","10670","10310","50588","526247410","118550740920","11205174"
"232680","라온테크","KOSDAQ","기술성장기업부","7290","-110","-1.49","7420","7420","7210","32539","237523765","91374565860","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","5940","-60","-1.00","5910","6190","5900","175200","1052538405","180205094520","30337558"
"300120","라온피플","KOSDAQ","벤처기업부","3760","-15","-0.40","3845","3845","3735","19593","73782209","78433645120","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2220","-20","-0.89","2260","2260","2210","15391","34278310","79701907200","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2225","-45","-1.98","2270","2285","2215","54156","120756730","68063513175","30590343"
"214260","라파스","KOSDAQ","기술성장기업부","14460","-70","-0.48","14600","14600","14230","9964","143048850","129018814980","8922463"
"403360","라피치","KONEX","일반기업부","5300","-80","-1.49","5100","5300","5100","40","204800","18282106200","3449454"
"171010","램테크놀러지","KOSDAQ","벤처기업부","4065","-55","-1.33","4090","4120","4030","24264","98546920","58124426880","14298752"
"084650","랩지노믹스","KOSDAQ","우량기업부","2305","30","1.32","2275","2380","2265","768116","1785750612","171123176950","74239990"
"217500","러셀","KOSDAQ","중견기업부","1778","-4","-0.22","1782","1796","1757","90520","160194724","56561736000","31812000"
"092590","럭스피아","KONEX","일반기업부","847","0","0.00","0","0","0","0","0","6175560006","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","11830","-140","-1.17","12030","12060","11820","27784","330316675","197807324260","16720822"
"294140","레몬","KOSDAQ","중견기업부","5240","10","0.19","5300","5350","5100","102751","533402865","117453646320","22414818"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","11350","-70","-0.61","11430","11450","11240","10753","121443360","126226301000","11121260"
"228670","레이","KOSDAQ","벤처기업부","6400","-30","-0.47","6430","6490","6310","34828","222288810","99853120000","15602050"
"228850","레이언스","KOSDAQ","우량기업부","5920","-90","-1.50","5980","6320","5900","16618","99381505","98218802880","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","3130","5","0.16","3155","3155","3095","25235","78828005","27315422360","8726972"
"199550","레이저옵텍","KOSDAQ","벤처기업부","6890","80","1.17","6870","7250","6640","106489","730848005","84511299990","12265791"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","12630","-140","-1.10","12800","12880","12570","109273","1383717470","830176821240","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","284500","-2500","-0.87","291000","291000","279500","113192","32118535000","5519259601000","19399858"
"215100","로보로보","KOSDAQ","벤처기업부","4890","-105","-2.10","5030","5040","4885","279449","1381926252","99503940060","20348454"
"090360","로보스타","KOSDAQ","중견기업부","27550","-450","-1.61","28350","28350","27350","59321","1639859975","268612500000","9750000"
"238500","로보쓰리에이아이","KONEX","일반기업부","190","0","0.00","0","0","0","0","0","7983469780","42018262"
"108490","로보티즈","KOSDAQ","기술성장기업부","95000","-8300","-8.03","104700","104700","93600","1246319","120684590750","1255953200000","13220560"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","1038","2","0.19","1026","1043","958","52314","53543749","37400476944","36031288"
"223220","로지스몬","KONEX","일반기업부","270","-6","-2.17","235","317","235","52","14352","13721594940","50820722"
"067730","로지시스","KOSDAQ","중견기업부","3025","-5","-0.17","3030","3135","2995","31551","95970755","29263614050","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","12350","430","3.61","11980","12600","11730","55692","680443650","188913047050","15296603"
"376900","로킷헬스케어","KOSDAQ","기술성장기업부","14890","0","0.00","14890","14930","14600","91469","1351076345","230197002710","15459839"
"032350","롯데관광개발","KOSPI",,"16440","-630","-3.69","17400","17400","16410","610519","10171587250","1307629116960","79539484"
"089860","롯데렌탈","KOSPI",,"29050","0","0.00","29200","29200","28950","17979","522103500","1054787721400","36309388"
"330590","롯데리츠","KOSPI",,"3775","-55","-1.44","3830","3845","3770","284819","1083865891","1090857537100","288968884"
"000400","롯데손해보험","KOSPI",,"1601","-40","-2.44","1640","1640","1590","287211","462208368","496848448320","310336320"
"023530","롯데쇼핑","KOSPI",,"66000","-500","-0.75","66500","66500","65500","29805","1965726100","1867057830000","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"26800","-150","-0.56","27300","27600","26700","57668","1558929025","1403394408400","52365463"
"280360","롯데웰푸드","KOSPI",,"117900","200","0.17","117700","118200","116900","5019","590939400","1097009274600","9304574"
"286940","롯데이노베이트","KOSPI",,"20750","-150","-0.72","21000","21100","20550","7062","146315575","313934365250","15129367"
"004000","롯데정밀화학","KOSPI",,"42800","-200","-0.47","43400","43500","42500","26261","1126680125","1104240000000","25800000"
"004990","롯데지주","KOSPI",,"27650","-350","-1.25","28150","28200","27450","104614","2887946350","2900740403050","104909237"
"00499K","롯데지주우","KOSPI",,"30250","50","0.17","30500","30500","30050","232","7031600","24369490750","805603"
"005300","롯데칠성","KOSPI",,"120050","50","0.04","119900","121400","119600","5266","632619250","1113930024200","9278884"
"005305","롯데칠성우","KOSPI",,"70300","-200","-0.28","70600","70600","70100","195","13701300","54504293000","775310"
"011170","롯데케미칼","KOSPI",,"66000","-2200","-3.23","68200","68300","66000","91255","6072873800","2823177654000","42775419"
"071840","롯데하이마트","KOSPI",,"8370","-240","-2.79","8750","8750","8310","92084","773462645","197596549440","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","38850","-350","-0.89","39450","39550","38300","62972","2440595575","1134598321500","29204590"
"038060","루멘스","KOSDAQ","우량기업부","821","0","0.00","821","835","815","28313","23389856","39492619649","48103069"
"474170","루미르","KOSDAQ","기술성장기업부","7750","-30","-0.39","7790","7880","7590","62522","482553245","137389644000","17727696"
"162120","루켄테크놀러지스","KONEX","일반기업부","2330","-70","-2.92","2405","2405","2250","8361","19331360","25994882660","11156602"
"253610","루트락","KONEX","일반기업부","1400","128","10.06","1400","1400","1400","1","1400","14259574000","10185410"
"141080","리가켐바이오","KOSDAQ GLOBAL","기술성장기업부","149500","1100","0.74","150000","151800","148400","206509","31061419600","5473245531000","36610338"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","47650","350","0.74","47350","47800","47000","165090","7846385700","3631494652500","76211850"
"016100","리더스코스메틱","KOSDAQ","중견기업부","2435","-15","-0.61","2480","2480","2415","4686","11415720","46510676890","19100894"
"012700","리드코프","KOSDAQ","우량기업부","4090","-10","-0.24","4120","4120","4045","55473","225759560","108164692150","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","3320","0","0.00","3340","3350","3295","31209","103423134","104565152960","31495528"
"073570","리튬포어스","KOSDAQ","관리종목(소속부없음)","1261","-38","-2.93","1314","1314","1257","526018","667793448","75895354301","60186641"
"377450","리파인","KOSDAQ","우량기업부","16760","-100","-0.59","16850","17290","16000","76713","1298619630","290450800000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","5310","-210","-3.80","5490","5540","5300","48403","261027775","72704520000","13692000"
"042500","링네트","KOSDAQ","우량기업부","4535","-45","-0.98","4620","4620","4520","63075","287481680","86483057690","19070134"
"193250","링크드","KOSDAQ","중견기업부","470","17","3.75","460","489","456","168298","79812530","29761987190","63323377"
"474650","링크솔루션","KOSDAQ","기술성장기업부","23450","2150","10.09","21400","23750","21400","234844","5326137400","130828300400","5579032"
"219420","링크제니시스","KOSDAQ","기술성장기업부","5130","-30","-0.58","5110","5160","5040","35654","181541710","58838570910","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","16590","-100","-0.60","16830","16830","16570","13621","226738380","271715333400","16378260"
"027740","마니커","KOSPI",,"842","6","0.72","852","852","835","118831","100485896","53476453976","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","2840","-5","-0.18","2860","2865","2830","14442","41086345","45377520000","15978000"
"357430","마스턴프리미어리츠","KOSPI",,"1526","-3","-0.20","1525","1530","1524","24359","37173586","46551098482","30505307"
"377480","마음AI","KOSDAQ","기술성장기업부","19200","-80","-0.41","19370","19380","19060","19507","373738360","136488480000","7108775"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","10600","-80","-0.75","10780","10800","10290","73674","775742205","191903693200","18104122"
"448780","마이크로엔엑스","KONEX","일반기업부","2240","30","1.36","2240","2240","2240","1","2240","5998003200","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","16580","-160","-0.96","16740","16740","16390","55883","924401450","137825660280","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","7610","40","0.53","7520","7770","7510","3979","30167850","45042752900","5918890"
"038290","마크로젠","KOSDAQ","중견기업부","15610","-100","-0.64","15710","15710","15450","11742","182267520","169234254000","10841400"
"001080","만호제강","KOSPI",,"27300","350","1.30","27100","28000","26600","2354","64810700","113295000000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","35400","-150","-0.42","35400","35950","35300","6874","243673250","277664785200","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","11130","40","0.36","10990","11180","10960","6498","72187230","152684723520","13718304"
"093520","매커스","KOSDAQ","우량기업부","22850","150","0.66","22800","23250","22350","106775","2441571900","323626652200","14163092"
"088980","맥쿼리인프라","KOSPI",,"11640","80","0.69","11560","11650","11500","908795","10517623390","5574651998520","478921993"
"094800","맵스리얼티1","KOSPI",,"4745","0","0.00","4745","4745","4660","76716","361191780","440498900595","92834331"
"179720","머니무브","KONEX","일반기업부","8350","150","1.83","8300","8350","8300","5","41550","19936284650","2387579"
"100590","머큐리","KOSDAQ","중견기업부","3225","15","0.47","3180","3630","3180","2374229","8099020124","51051824175","15830023"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","32900","-150","-0.45","32900","33050","32550","3918","128561650","194991029100","5926779"
"072870","메가스터디","KOSDAQ","우량기업부","10930","-50","-0.46","10980","10980","10920","4550","49774310","130296081870","11920959"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","46850","-150","-0.32","46800","47400","46700","12913","606363600","504616055950","10770887"
"133750","메가엠디","KOSDAQ","중견기업부","1997","-2","-0.10","1985","2015","1985","19012","38084626","46743932769","23407077"
"446540","메가터치","KOSDAQ","중견기업부","3910","-80","-2.01","4000","4010","3900","114186","450300975","81214610000","20771000"
"235980","메드팩토","KOSDAQ","기술성장기업부","4105","15","0.37","4120","4120","4015","57781","235048102","140699371705","34275121"
"200580","메디쎄이","KONEX","일반기업부","9250","120","1.31","9200","9390","9000","1763","16058950","34466230750","3726079"
"041920","메디아나","KOSDAQ","우량기업부","5280","-60","-1.12","5300","5350","5260","20289","107295790","98198617440","18598223"
"233250","메디안디노스틱","KONEX","일반기업부","12890","40","0.31","12890","12890","12890","1","12890","22512823260","1746534"
"014100","메디앙스","KOSDAQ","중견기업부","2030","0","0.00","2040","2045","2000","5911","11953640","23954000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","1650","0","0.00","1650","1800","1650","115","190400","4974167550","3014647"
"054180","메디콕스","KOSDAQ","투자주의환기종목(소속부없음)","2295","0","0.00","0","0","0","0","0","12686716395","5527981"
"086900","메디톡스","KOSDAQ","우량기업부","120200","-800","-0.66","121000","121800","120000","25558","3090464900","877279339400","7298497"
"078160","메디포스트","KOSDAQ","벤처기업부","10430","-20","-0.19","10370","10590","10370","23170","242740690","356891497550","34217785"
"138040","메리츠금융지주","KOSPI",,"125800","-1200","-0.94","128000","128000","125300","123546","15565260400","22645820703400","180014473"
"408920","메쎄이상","KOSDAQ","벤처기업부","3735","145","4.04","3590","3800","3590","160099","597053737","161473219425","43232455"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","322","1","0.31","323","329","316","419286","135090165","68323379376","212184408"
"140410","메지온","KOSDAQ","중견기업부","39400","200","0.51","38850","39600","38850","31353","1231393425","1186524696000","30114840"
"241770","메카로","KOSDAQ","우량기업부","12320","60","0.49","12300","12710","12080","9967","121126300","125573324800","10192640"
"090370","메타랩스","KOSPI",,"1322","9","0.69","1325","1325","1315","7055","9340407","32923998858","24904689"
"059210","메타바이오메드","KOSDAQ","우량기업부","5310","-30","-0.56","5350","5390","5280","101677","540685540","146810566710","27647941"
"118000","메타케어","KOSPI",,"314","3","0.96","310","335","304","583690","185234674","53938092296","171777364"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","1977","-7","-0.35","2000","2000","1900","45821","90133824","31731897810","16050530"
"017180","명문제약","KOSPI",,"1719","-34","-1.94","1753","1781","1711","113514","196278796","58365987426","33953454"
"009900","명신산업","KOSPI",,"9110","-30","-0.33","9200","9220","9060","54237","494698405","478002911630","52470133"
"012690","모나리자","KOSPI",,"2500","-5","-0.20","2500","2530","2495","47537","119152411","91428137500","36571255"
"005360","모나미","KOSPI",,"2735","160","6.21","2720","3190","2660","19656973","58602568329","51684134645","18897307"
"070960","모나용평","KOSPI",,"4160","-65","-1.54","4245","4280","4150","93854","394457602","200234665280","48133333"
"434480","모니터랩","KOSDAQ","기술성장기업부","4155","20","0.48","4135","4175","4060","28109","115308880","51149296500","12310300"
"080420","모다이노칩","KOSDAQ","중견기업부","2270","-20","-0.87","2290","2360","2265","3160","7212385","180968081940","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","10750","370","3.56","10380","10920","10350","18649","199094630","68764525000","6396700"
"080160","모두투어","KOSDAQ","벤처기업부","12100","-40","-0.33","12140","12200","12080","42093","510775240","228690000000","18900000"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","2105","-35","-1.64","2155","2175","2075","203475","431309204","68523772405","32552861"
"101330","모베이스","KOSDAQ","중견기업부","3085","-15","-0.48","3100","3105","3060","20854","64105920","71408584465","23147029"
"012860","모베이스전자","KOSDAQ","우량기업부","1423","-8","-0.56","1448","1448","1418","31463","44864169","104211209311","73233457"
"363260","모비데이즈","KOSDAQ","벤처기업부","1882","-15","-0.79","1913","1920","1860","355854","669830505","60532213258","32163769"
"348030","모비릭스","KOSDAQ","중견기업부","4090","-55","-1.33","4135","4180","4050","1673","6839985","39279542000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","2425","-30","-1.22","2455","2495","2385","137321","335532960","78015436450","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","1139","-12","-1.04","1141","1160","1129","53746","61048659","39359924118","34556562"
"142760","모아라이프플러스","KOSDAQ","기술성장기업부","1581","-47","-2.89","1628","1688","1570","108690","173979872","61743618282","39053522"
"033200","모아텍","KOSDAQ","투자주의환기종목(소속부없음)","3170","-15","-0.47","3195","3330","3140","3916","12443152","45429856450","14331185"
"333050","모코엠시스","KOSDAQ","벤처기업부","1441","-28","-1.91","1474","1474","1423","57540","82630007","35467802766","24613326"
"009680","모토닉","KOSPI",,"10000","100","1.01","9900","10030","9880","23802","237083230","280500000000","28050000"
"118990","모트렉스","KOSDAQ","우량기업부","9220","-60","-0.65","9280","9350","9220","29271","271403780","229227547800","24861990"
"463480","모티브링크","KOSDAQ","중견기업부","9550","-380","-3.83","9700","10000","9280","415322","3979372365","118327918900","12390358"
"006920","모헨즈","KOSDAQ","중견기업부","3020","-85","-2.74","3105","3105","3010","30133","91866429","32978400000","10920000"
"009580","무림P&P","KOSPI",,"2650","-10","-0.38","2665","2670","2640","59422","157350295","165276058600","62368324"
"001810","무림SP","KOSDAQ","중견기업부","1598","8","0.50","1585","1606","1577","29304","46633864","35375725000","22137500"
"009200","무림페이퍼","KOSPI",,"2055","-25","-1.20","2080","2090","2050","106047","218239659","85507132050","41609310"
"322970","무진메디","KONEX","일반기업부","2230","0","0.00","2230","2230","2230","10","22300","22415910940","10051978"
